Attack category,Attack subcategory,Protocol,Source IP,Source Port,Destination IP,Destination Port,Attack Name,Attack Reference,.,Time
Exploits,Browser,tcp,175.45.176.2,559375.5619,149.171.126.13,-383142.4381,Microsoft Internet Explorer Layouts Handling Memory Corruption,CVE 2011-0094 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0094)MSB MS11-018 (http://www.microsoft.com/technet/security/bulletin/MS11%2d018.mspx)BID 47190 (http://www.securityfocus.com/bid/47190)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927423-1421927427
Exploits,Browser,tcp,175.45.176.1,560446.2083,149.171.126.13,-383920.5917,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927433
Exploits,Browser,tcp,175.45.176.1,561516.8548,149.171.126.13,-384698.7452,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927434
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.3,562587.5012,149.171.126.11,-385476.8988,SunRPC UDP Portmapper GETPORT Request (iostatv2/tcp),-,.,1421927426-1421927430
Reconnaissance,HTTP,tcp,175.45.176.0,563658.1476,149.171.126.16,-386255.0524,Domino Web Server Database Access: /doladmin.nsf,-,.,1421927414-1421927421
Exploits,Unix 'r' Service,udp,175.45.176.3,564728.794,149.171.126.18,-387033.206,Solaris rwalld Format String Vulnerability,CVE 2002-0573 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0573)BID 4639 (http://www.securityfocus.com/bid/4639)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927415-1421927420
Exploits,Browser,tcp,175.45.176.2,565799.4405,149.171.126.16,-387811.3595,Windows Metafile (WMF) SetAbortProc() Code Execution [009],CVE 2005-4560 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4560)BID 16074 (http://www.securityfocus.com/bid/16074)OSVDB 21987 (http://www.osvdb.org/21987)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927416-1421927421
Exploits,Miscellaneous Batch,tcp,175.45.176.2,566870.0869,149.171.126.16,-388589.5131,HP Data Protector Backup,CVE 2011-1729 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1729)BID 47638 (http://www.securityfocus.com/bid/47638)OSVDB 72188 (http://www.osvdb.org/72188)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927417-1421927422
Exploits,Cisco IOS ,tcp,175.45.176.2,567940.7333,149.171.126.10,-389367.6667,Cisco IOS HTTP Authentication Bypass Level 69,CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927418-1421927423
DoS,Miscellaneous,tcp,175.45.176.0,569011.3798,149.171.126.15,-390145.8202,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927449
DoS,Miscellaneous,tcp,175.45.176.0,570082.0262,149.171.126.15,-390923.9738,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927452
Generic, IXIA,tcp,175.45.176.0,571152.6726,149.171.126.14,-391702.1274,Alt-N_MDaemon_WorldClient_Service_Memory_Corruption_attack,CVE 2008-2631 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d2631)OSVDB 45923 (http://www.osvdb.org/45923)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aN%2fA%3aP%29),.,1421927420-1421927425
Exploits,Browser,tcp,175.45.176.0,572223.319,149.171.126.18,-392480.281,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927431
Exploits,Browser,tcp,175.45.176.0,573293.9655,149.171.126.18,-393258.4345,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927432
Exploits,SCADA,Tcp,175.45.176.3,574364.6119,149.171.126.12,-394036.5881,Mitsubishi EZPcAut260.dll ActiveX Control ESOpen Buffer Overflow,CVE 2014-1641 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2014%2d1641)BPS 2014-0005 (https://strikecenter.bpointsys.com/bps/advisory/BPS-2014%2d0005)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927422-1421927427
Exploits,Browser,tcp,175.45.176.2,575435.2583,149.171.126.13,-394814.7417,Microsoft Internet Explorer Layouts Handling Memory Corruption,CVE 2011-0094 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0094)MSB MS11-018 (http://www.microsoft.com/technet/security/bulletin/MS11%2d018.mspx)BID 47190 (http://www.securityfocus.com/bid/47190)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927423-1421927428
Exploits,Browser,tcp,175.45.176.1,576505.9048,149.171.126.13,-395592.8952,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927435
Exploits,Browser,tcp,175.45.176.1,577576.5512,149.171.126.13,-396371.0488,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927436
Reconnaissance,HTTP,tcp,175.45.176.0,578647.1976,149.171.126.16,-397149.2024,Domino Web Server Database Access: /doladmin.nsf,-,.,1421927414-1421927421
Exploits,Unix 'r' Service,udp,175.45.176.3,579717.844,149.171.126.18,-397927.356,Solaris rwalld Format String Vulnerability,CVE 2002-0573 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0573)BID 4639 (http://www.securityfocus.com/bid/4639)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927415-1421927420
Exploits,Browser,tcp,175.45.176.2,580788.4905,149.171.126.16,-398705.5095,Windows Metafile (WMF) SetAbortProc() Code Execution [009],CVE 2005-4560 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4560)BID 16074 (http://www.securityfocus.com/bid/16074)OSVDB 21987 (http://www.osvdb.org/21987)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927416-1421927421
Exploits,Miscellaneous Batch,tcp,175.45.176.2,581859.1369,149.171.126.16,-399483.6631,HP Data Protector Backup,CVE 2011-1729 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1729)BID 47638 (http://www.securityfocus.com/bid/47638)OSVDB 72188 (http://www.osvdb.org/72188)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927417-1421927422
Exploits,Cisco IOS ,tcp,175.45.176.2,582929.7833,149.171.126.10,-400261.8167,Cisco IOS HTTP Authentication Bypass Level 69,CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927418-1421927423
DoS,Miscellaneous,tcp,175.45.176.0,584000.4298,149.171.126.15,-401039.9702,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927449
DoS,Miscellaneous,tcp,175.45.176.0,585071.0762,149.171.126.15,-401818.1238,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927452
Generic, IXIA,tcp,175.45.176.0,586141.7226,149.171.126.14,-402596.2774,Alt-N_MDaemon_WorldClient_Service_Memory_Corruption_attack,CVE 2008-2631 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d2631)OSVDB 45923 (http://www.osvdb.org/45923)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aN%2fA%3aP%29),.,1421927420-1421927425
Exploits,Browser,tcp,175.45.176.0,587212.369,149.171.126.18,-403374.431,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927431
Exploits,Browser,tcp,175.45.176.0,588283.0155,149.171.126.18,-404152.5845,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927432
Exploits,SCADA,Tcp,175.45.176.3,589353.6619,149.171.126.12,-404930.7381,Mitsubishi EZPcAut260.dll ActiveX Control ESOpen Buffer Overflow,CVE 2014-1641 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2014%2d1641)BPS 2014-0005 (https://strikecenter.bpointsys.com/bps/advisory/BPS-2014%2d0005)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927422-1421927427
Exploits,Browser,tcp,175.45.176.2,590424.3083,149.171.126.13,-405708.8917,Microsoft Internet Explorer Layouts Handling Memory Corruption,CVE 2011-0094 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0094)MSB MS11-018 (http://www.microsoft.com/technet/security/bulletin/MS11%2d018.mspx)BID 47190 (http://www.securityfocus.com/bid/47190)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927423-1421927428
Exploits,Browser,tcp,175.45.176.1,591494.9548,149.171.126.13,-406487.0452,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927435
Exploits,Browser,tcp,175.45.176.1,592565.6012,149.171.126.13,-407265.1988,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927436
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.3,593636.2476,149.171.126.11,-408043.3524,SunRPC UDP Portmapper GETPORT Request (iostatv2/tcp),-,.,1421927426-1421927431
Reconnaissance,HTTP,tcp,175.45.176.0,594706.894,149.171.126.16,-408821.506,Domino Web Server Database Access: /doladmin.nsf,-,.,1421927414-1421927422
Exploits,Unix 'r' Service,udp,175.45.176.3,595777.5405,149.171.126.18,-409599.6595,Solaris rwalld Format String Vulnerability,CVE 2002-0573 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0573)BID 4639 (http://www.securityfocus.com/bid/4639)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927415-1421927421
Exploits,Browser,tcp,175.45.176.2,596848.1869,149.171.126.16,-410377.8131,Windows Metafile (WMF) SetAbortProc() Code Execution [009],CVE 2005-4560 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4560)BID 16074 (http://www.securityfocus.com/bid/16074)OSVDB 21987 (http://www.osvdb.org/21987)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927416-1421927422
Exploits,Miscellaneous Batch,tcp,175.45.176.2,597918.8333,149.171.126.16,-411155.9667,HP Data Protector Backup,CVE 2011-1729 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1729)BID 47638 (http://www.securityfocus.com/bid/47638)OSVDB 72188 (http://www.osvdb.org/72188)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927417-1421927423
Exploits,Cisco IOS ,tcp,175.45.176.2,598989.4798,149.171.126.10,-411934.1202,Cisco IOS HTTP Authentication Bypass Level 70,CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927418-1421927424
Reconnaissance,HTTP,tcp,175.45.176.0,600060.1262,149.171.126.16,-412712.2738,Domino Web Server Database Access: /doladmin.nsf,-,.,1421927414-1421927421
Exploits,Unix 'r' Service,udp,175.45.176.3,601130.7726,149.171.126.18,-413490.4274,Solaris rwalld Format String Vulnerability,CVE 2002-0573 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0573)BID 4639 (http://www.securityfocus.com/bid/4639)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927415-1421927420
Exploits,Browser,tcp,175.45.176.2,602201.419,149.171.126.16,-414268.581,Windows Metafile (WMF) SetAbortProc() Code Execution [009],CVE 2005-4560 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4560)BID 16074 (http://www.securityfocus.com/bid/16074)OSVDB 21987 (http://www.osvdb.org/21987)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927416-1421927421
Exploits,Miscellaneous Batch,tcp,175.45.176.2,603272.0655,149.171.126.16,-415046.7345,HP Data Protector Backup,CVE 2011-1729 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1729)BID 47638 (http://www.securityfocus.com/bid/47638)OSVDB 72188 (http://www.osvdb.org/72188)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927417-1421927422
Exploits,Cisco IOS ,tcp,175.45.176.2,604342.7119,149.171.126.10,-415824.8881,Cisco IOS HTTP Authentication Bypass Level 69,CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927418-1421927423
DoS,Miscellaneous,tcp,175.45.176.0,605413.3583,149.171.126.15,-416603.0417,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927449
DoS,Miscellaneous,tcp,175.45.176.0,606484.0048,149.171.126.15,-417381.1952,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927452
Generic, IXIA,tcp,175.45.176.0,607554.6512,149.171.126.14,-418159.3488,Alt-N_MDaemon_WorldClient_Service_Memory_Corruption_attack,CVE 2008-2631 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d2631)OSVDB 45923 (http://www.osvdb.org/45923)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aN%2fA%3aP%29),.,1421927420-1421927425
Exploits,Browser,tcp,175.45.176.0,608625.2976,149.171.126.18,-418937.5024,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927431
Exploits,Browser,tcp,175.45.176.0,609695.944,149.171.126.18,-419715.656,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927432
Exploits,SCADA,Tcp,175.45.176.3,610766.5905,149.171.126.12,-420493.8095,Mitsubishi EZPcAut260.dll ActiveX Control ESOpen Buffer Overflow,CVE 2014-1641 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2014%2d1641)BPS 2014-0005 (https://strikecenter.bpointsys.com/bps/advisory/BPS-2014%2d0005)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927422-1421927427
Exploits,Browser,tcp,175.45.176.2,611837.2369,149.171.126.13,-421271.9631,Microsoft Internet Explorer Layouts Handling Memory Corruption,CVE 2011-0094 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0094)MSB MS11-018 (http://www.microsoft.com/technet/security/bulletin/MS11%2d018.mspx)BID 47190 (http://www.securityfocus.com/bid/47190)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927423-1421927428
Exploits,Browser,tcp,175.45.176.1,612907.8833,149.171.126.13,-422050.1167,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927435
Exploits,Browser,tcp,175.45.176.1,613978.5298,149.171.126.13,-422828.2702,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927436
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.3,615049.1762,149.171.126.11,-423606.4238,SunRPC UDP Portmapper GETPORT Request (iostatv2/tcp),-,.,1421927426-1421927431
Reconnaissance,HTTP,tcp,175.45.176.0,616119.8226,149.171.126.16,-424384.5774,Domino Web Server Database Access: /doladmin.nsf,-,.,1421927414-1421927422
Exploits,Unix 'r' Service,udp,175.45.176.3,617190.469,149.171.126.18,-425162.731,Solaris rwalld Format String Vulnerability,CVE 2002-0573 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0573)BID 4639 (http://www.securityfocus.com/bid/4639)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927415-1421927421
Exploits,Browser,tcp,175.45.176.2,618261.1155,149.171.126.16,-425940.8845,Windows Metafile (WMF) SetAbortProc() Code Execution [009],CVE 2005-4560 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4560)BID 16074 (http://www.securityfocus.com/bid/16074)OSVDB 21987 (http://www.osvdb.org/21987)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927416-1421927422
Exploits,Miscellaneous Batch,tcp,175.45.176.2,619331.7619,149.171.126.16,-426719.0381,HP Data Protector Backup,CVE 2011-1729 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1729)BID 47638 (http://www.securityfocus.com/bid/47638)OSVDB 72188 (http://www.osvdb.org/72188)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927417-1421927423
